"GEO","TIME","INDIC_ED","UNIT","Value","Flag and Footnotes"
"Bulgaria","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.78",""
"Bulgaria","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.83",""
"Bulgaria","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.81",""
"Bulgaria","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.67",""
"Bulgaria","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.40",""
"Bulgaria","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.84",""
"Bulgaria","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.02",""
"Bulgaria","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.78",""
"Bulgaria","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.76",""
"Bulgaria","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.25",""
"Bulgaria","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.86",""
"Bulgaria","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.95",""
"Bulgaria","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.72",""
"Bulgaria","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.72",""
"Bulgaria","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.04",""
"Bulgaria","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.80",""
"Bulgaria","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.81",""
"Bulgaria","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.70",""
"Bulgaria","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.74",""
"Bulgaria","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.88",""
"Bulgaria","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.77",""
"Bulgaria","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.73",""
"Bulgaria","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.64",""
"Bulgaria","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.74",""
"Bulgaria","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.44",""
"Bulgaria","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.84",""
"Bulgaria","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.89",""
"Bulgaria","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.86",""
"Bulgaria","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.85",""
"Bulgaria","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.58",""
"Bulgaria","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.85",""
"Bulgaria","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.87",""
"Bulgaria","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.95",""
"Bulgaria","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.91",""
"Bulgaria","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.10",""
"Bulgaria","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.80",""
"Bulgaria","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.76",""
"Bulgaria","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.61",""
"Bulgaria","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.92",""
"Bulgaria","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.82",""
"Bulgaria","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.71",""
"Bulgaria","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.59",""
"Bulgaria","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.65",""
"Bulgaria","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.88",""
"Czech Republic","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.15",""
"Czech Republic","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.67",""
"Czech Republic","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.14",""
"Czech Republic","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.83",""
"Czech Republic","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.51",""
"Czech Republic","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.32",""
"Czech Republic","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.68",""
"Czech Republic","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.23",""
"Czech Republic","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.90",""
"Czech Republic","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.52",""
"Czech Republic","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.20",""
"Czech Republic","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.64",""
"Czech Republic","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.17",""
"Czech Republic","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.90",""
"Czech Republic","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.48",""
"Czech Republic","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.08",""
"Czech Republic","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.59",""
"Czech Republic","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.14",""
"Czech Republic","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.86",""
"Czech Republic","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.49",""
"Czech Republic","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.42",""
"Czech Republic","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.60",""
"Czech Republic","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.13",""
"Czech Republic","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.18",""
"Czech Republic","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.51",""
"Czech Republic","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.05",""
"Czech Republic","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.56",""
"Czech Republic","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.96",""
"Czech Republic","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.03",""
"Czech Republic","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.50",""
"Czech Republic","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.92",""
"Czech Republic","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.58",""
"Czech Republic","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.92",""
"Czech Republic","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.93",""
"Czech Republic","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.49",""
"Czech Republic","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.36",""
"Czech Republic","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.69",""
"Czech Republic","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.06",""
"Czech Republic","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.01",""
"Czech Republic","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.60",""
"Czech Republic","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.25",""
"Czech Republic","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.69",""
"Czech Republic","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.98",""
"Czech Republic","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.96",""
"Czech Republic","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.63",""
"Czech Republic","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.51",""
"Czech Republic","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.73",""
"Czech Republic","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.96",""
"Czech Republic","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.16",""
"Czech Republic","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.66",""
"Denmark","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","8.44","d"
"Denmark","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.90",""
"Denmark","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.89",""
"Denmark","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.70","d"
"Denmark","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.94",""
"Denmark","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","8.33",""
"Denmark","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.96",""
"Denmark","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.88","d"
"Denmark","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.50","d"
"Denmark","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.99",""
"Denmark","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","8.43",""
"Denmark","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.93",""
"Denmark","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.94","d"
"Denmark","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.51","d"
"Denmark","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.04",""
"Denmark","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","8.30","d"
"Denmark","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.93",""
"Denmark","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","3.02","d"
"Denmark","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.38","d"
"Denmark","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.97",""
"Denmark","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.97","d"
"Denmark","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.89",""
"Denmark","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.95","d"
"Denmark","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.26","d"
"Denmark","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.87",""
"Denmark","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.81","d"
"Denmark","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.86",""
"Denmark","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.80","d"
"Denmark","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.28","d"
"Denmark","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.87",""
"Denmark","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.68","d"
"Denmark","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.85","d"
"Denmark","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.76","d"
"Denmark","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.17","d"
"Denmark","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.90",""
"Denmark","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","8.74","d"
"Denmark","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.13","d"
"Denmark","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.94","d"
"Denmark","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.42","d"
"Denmark","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.25",""
"Denmark","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","8.81","d"
"Denmark","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.09","d"
"Denmark","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","3.04","d"
"Denmark","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.41","d"
"Denmark","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.27",""
"Denmark","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","8.75","d"
"Denmark","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.89","d"
"Denmark","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.81","d"
"Denmark","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.44","d"
"Denmark","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.61","d"
"Germany (until 1990 former territory of the FRG)","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.72",""
"Germany (until 1990 former territory of the FRG)","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.67",""
"Germany (until 1990 former territory of the FRG)","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.40",""
"Germany (until 1990 former territory of the FRG)","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.16",""
"Germany (until 1990 former territory of the FRG)","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.49",""
"Germany (until 1990 former territory of the FRG)","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.74",""
"Germany (until 1990 former territory of the FRG)","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.67",""
"Germany (until 1990 former territory of the FRG)","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.41",""
"Germany (until 1990 former territory of the FRG)","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.20",""
"Germany (until 1990 former territory of the FRG)","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.46",""
"Germany (until 1990 former territory of the FRG)","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.62",""
"Germany (until 1990 former territory of the FRG)","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.66",""
"Germany (until 1990 former territory of the FRG)","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.33",""
"Germany (until 1990 former territory of the FRG)","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.17",""
"Germany (until 1990 former territory of the FRG)","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.47",""
"Germany (until 1990 former territory of the FRG)","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.57",""
"Germany (until 1990 former territory of the FRG)","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.66",""
"Germany (until 1990 former territory of the FRG)","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.29",""
"Germany (until 1990 former territory of the FRG)","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.15",""
"Germany (until 1990 former territory of the FRG)","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.47",""
"Germany (until 1990 former territory of the FRG)","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.43",""
"Germany (until 1990 former territory of the FRG)","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.65",""
"Germany (until 1990 former territory of the FRG)","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.19",""
"Germany (until 1990 former territory of the FRG)","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.11",""
"Germany (until 1990 former territory of the FRG)","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.47",""
"Germany (until 1990 former territory of the FRG)","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.49",""
"Germany (until 1990 former territory of the FRG)","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.63",""
"Germany (until 1990 former territory of the FRG)","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.25",""
"Germany (until 1990 former territory of the FRG)","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.14",""
"Germany (until 1990 former territory of the FRG)","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.48",""
"Germany (until 1990 former territory of the FRG)","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.57",""
"Germany (until 1990 former territory of the FRG)","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.62",""
"Germany (until 1990 former territory of the FRG)","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.23",""
"Germany (until 1990 former territory of the FRG)","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.22",""
"Germany (until 1990 former territory of the FRG)","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.50",""
"Germany (until 1990 former territory of the FRG)","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.06",""
"Germany (until 1990 former territory of the FRG)","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.69",""
"Germany (until 1990 former territory of the FRG)","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.48",""
"Germany (until 1990 former territory of the FRG)","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.34",""
"Germany (until 1990 former territory of the FRG)","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.55",""
"Germany (until 1990 former territory of the FRG)","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.08",""
"Germany (until 1990 former territory of the FRG)","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.69",""
"Germany (until 1990 former territory of the FRG)","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.46",""
"Germany (until 1990 former territory of the FRG)","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.38",""
"Germany (until 1990 former territory of the FRG)","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.55",""
"Germany (until 1990 former territory of the FRG)","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.98",""
"Germany (until 1990 former territory of the FRG)","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.66",""
"Germany (until 1990 former territory of the FRG)","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.37",""
"Germany (until 1990 former territory of the FRG)","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.40",""
"Germany (until 1990 former territory of the FRG)","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.56",""
"Estonia","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.47",""
"Estonia","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.53",""
"Estonia","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.44",""
"Estonia","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.08",""
"Estonia","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.42",""
"Estonia","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.29",""
"Estonia","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.39",""
"Estonia","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.55",""
"Estonia","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.02",""
"Estonia","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.33",""
"Estonia","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.92",""
"Estonia","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.27",""
"Estonia","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.45",""
"Estonia","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.86",""
"Estonia","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.35",""
"Estonia","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.88",""
"Estonia","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.23",""
"Estonia","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.33",""
"Estonia","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.92",""
"Estonia","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.39",""
"Estonia","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.70",""
"Estonia","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.17",""
"Estonia","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.28",""
"Estonia","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.90",""
"Estonia","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.35",""
"Estonia","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.72","d"
"Estonia","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.10","d"
"Estonia","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.19","d"
"Estonia","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.04",""
"Estonia","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.39","d"
"Estonia","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.61",""
"Estonia","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.43",""
"Estonia","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.51",""
"Estonia","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.12",""
"Estonia","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.55",""
"Estonia","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.03",""
"Estonia","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.51",""
"Estonia","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.68","d"
"Estonia","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.33",""
"Estonia","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.51",""
"Estonia","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.66",""
"Estonia","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.39",""
"Estonia","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.57","d"
"Estonia","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.23",""
"Estonia","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.47",""
"Estonia","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.16",""
"Estonia","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.26",""
"Estonia","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.17",""
"Estonia","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.29",""
"Estonia","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.44",""
"Ireland","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.27",""
